date,region,department,expense_type,amount
2024-04-01,North America,Admin,Utilities,696.71
2024-04-01,North America,Admin,Travel,635.56
2024-04-01,North America,Admin,Software,928.49
2024-04-01,North America,Admin,Professional Services,974.71
2024-04-01,North America,Operations,Utilities,519.31
2024-04-01,North America,Operations,Software,725.18
2024-04-01,Europe,Sales,Rent,2079.58
2024-04-01,Europe,Sales,Utilities,479.05
2024-04-01,Europe,Sales,Travel,383.91
2024-04-01,Europe,Marketing,Salaries,7330.49
2024-04-01,Europe,Marketing,Rent,1935.74
2024-04-01,Europe,Marketing,Utilities,541.66
2024-04-01,Europe,Marketing,Travel,412.24
2024-04-01,Europe,R&D,Salaries,8267.42
2024-04-01,Europe,R&D,Rent,2596.44
2024-04-01,Europe,R&D,Utilities,706.05
2024-04-01,Europe,R&D,Travel,464.88
2024-04-01,Europe,R&D,Software,720.33
2024-04-01,Europe,R&D,Professional Services,976.05
2024-04-01,Europe,Admin,Salaries,6981.16
2024-04-01,Europe,Admin,Utilities,538.29
2024-04-01,Europe,Admin,Travel,362.35
2024-04-01,Europe,Admin,Software,673.84
2024-04-01,Europe,Admin,Professional Services,805.23
2024-04-01,Europe,Operations,Salaries,8220.01
2024-04-01,Europe,Operations,Rent,1814.26
2024-04-01,Europe,Operations,Utilities,609.1
2024-04-01,Europe,Operations,Travel,460.27
2024-04-01,Europe,Operations,Software,609.16
2024-04-01,Asia Pacific,Sales,Salaries,14827.08
2024-04-01,Asia Pacific,Sales,Rent,3534.35
2024-04-01,Asia Pacific,Sales,Utilities,1005.62
2024-04-01,Asia Pacific,Sales,Travel,735.98
2024-04-01,Asia Pacific,Sales,Software,1103.82
2024-04-01,Asia Pacific,Sales,Professional Services,1260.46
2024-04-01,Asia Pacific,Marketing,Salaries,15328.48
2024-04-01,Asia Pacific,Marketing,Rent,3063.71
2024-04-01,Asia Pacific,Marketing,Utilities,1100.2
2024-04-01,Asia Pacific,Marketing,Travel,649.71
2024-04-01,Asia Pacific,Marketing,Software,1169.51
2024-04-01,Asia Pacific,Marketing,Professional Services,1369.63
2024-04-01,Asia Pacific,R&D,Salaries,14366.15
2024-04-01,Asia Pacific,R&D,Utilities,960.95
2024-04-01,Asia Pacific,R&D,Travel,649.45
2024-04-01,Asia Pacific,R&D,Software,1370.59
2024-04-01,Asia Pacific,Admin,Rent,3395.42
2024-04-01,Asia Pacific,Admin,Utilities,766.19
2024-04-01,Asia Pacific,Admin,Travel,646.77
2024-04-01,Asia Pacific,Operations,Salaries,14028.04
2024-04-01,Asia Pacific,Operations,Rent,3640.56
2024-04-01,Asia Pacific,Operations,Utilities,841.01
2024-04-01,Asia Pacific,Operations,Software,1131.69
2024-04-01,Asia Pacific,Operations,Professional Services,1154.06
2024-04-01,Latin America,Sales,Salaries,13632.88
2024-04-01,Latin America,Sales,Rent,4024.72
2024-04-01,Latin America,Sales,Utilities,1042.67
2024-04-01,Latin America,Sales,Travel,844.25
2024-04-01,Latin America,Sales,Software,1215.71
2024-04-01,Latin America,Sales,Professional Services,1639.48
2024-04-01,Latin America,Marketing,Utilities,1070.42
2024-04-01,Latin America,Marketing,Travel,704.21
2024-04-01,Latin America,Marketing,Software,1317.77
2024-04-01,Latin America,Marketing,Professional Services,1286.4
2024-04-01,Latin America,R&D,Rent,4262.31
2024-04-01,Latin America,R&D,Utilities,1007.87
2024-04-01,Latin America,R&D,Travel,746.3
2024-04-01,Latin America,R&D,Software,1244.95
2024-04-01,Latin America,R&D,Professional Services,1770.12
2024-04-01,Latin America,Admin,Rent,2608.86
2024-04-01,Latin America,Admin,Travel,672.65
2024-04-01,Latin America,Admin,Software,959.49
2024-04-01,Latin America,Admin,Professional Services,1178.56
2024-04-01,Latin America,Operations,Salaries,12501.38
2024-04-01,Latin America,Operations,Rent,3498.59
2024-04-01,Latin America,Operations,Travel,603.02
2024-04-01,Latin America,Operations,Software,986.92
2024-04-01,Latin America,Operations,Professional Services,1415.94
2024-04-01,Middle East,Sales,Rent,2204.52
2024-04-01,Middle East,Sales,Utilities,599.92
2024-04-01,Middle East,Sales,Software,782.45
2024-04-01,Middle East,Marketing,Rent,3130.12
2024-04-01,Middle East,Marketing,Utilities,938.62
2024-04-01,Middle East,Marketing,Software,1128.06
2024-04-01,Middle East,Marketing,Professional Services,1420.36
2024-04-01,Middle East,R&D,Salaries,12278.92
2024-04-01,Middle East,R&D,Rent,3359.06
2024-04-01,Middle East,R&D,Utilities,914.64
2024-04-01,Middle East,R&D,Software,974.14
2024-04-01,Middle East,R&D,Professional Services,1150.25
2024-04-01,Middle East,Admin,Salaries,10220.66
2024-04-01,Middle East,Admin,Rent,2654.4
2024-04-01,Middle East,Admin,Utilities,682.86
2024-04-01,Middle East,Admin,Travel,471.67
2024-04-01,Middle East,Admin,Software,662.15
2024-04-01,Middle East,Admin,Professional Services,1002.14
2024-04-01,Middle East,Operations,Salaries,9614.49
2024-04-01,Middle East,Operations,Utilities,576.47
2024-04-01,Middle East,Operations,Software,701.24
2024-05-01,North America,Sales,Salaries,12287.82
2024-05-01,North America,Sales,Utilities,661.3
2024-05-01,North America,Sales,Travel,490.27
2024-05-01,North America,Sales,Software,857.97
2024-05-01,North America,Sales,Professional Services,1002.68
2024-05-01,North America,Marketing,Salaries,12399.04
2024-05-01,North America,Marketing,Rent,2601.85
2024-05-01,North America,Marketing,Travel,582.29
2024-05-01,North America,Marketing,Software,1136.23
2024-05-01,North America,Marketing,Professional Services,1083.42
2024-05-01,North America,R&D,Salaries,12500.37
2024-05-01,North America,R&D,Rent,3050.12
2024-05-01,North America,R&D,Utilities,978.47
2024-05-01,North America,R&D,Travel,754.5
2024-05-01,North America,R&D,Software,945.98
2024-05-01,North America,R&D,Professional Services,1193.85
2024-05-01,North America,Admin,Rent,3828.31
2024-05-01,North America,Admin,Utilities,826.41
2024-05-01,North America,Admin,Travel,747.3
2024-05-01,North America,Admin,Software,1009.83
2024-05-01,North America,Admin,Professional Services,1363.33
2024-05-01,North America,Operations,Rent,2884.09
2024-05-01,North America,Operations,Software,1046.86
2024-05-01,Europe,Sales,Salaries,13820.43
2024-05-01,Europe,Sales,Rent,2794.18
2024-05-01,Europe,Sales,Utilities,895.63
2024-05-01,Europe,Sales,Travel,677.41
2024-05-01,Europe,Sales,Software,977.04
2024-05-01,Europe,Sales,Professional Services,1321.92
2024-05-01,Europe,Marketing,Salaries,10148.85
2024-05-01,Europe,Marketing,Utilities,714.67
2024-05-01,Europe,Marketing,Travel,543.96
2024-05-01,Europe,Marketing,Software,824.79
2024-05-01,Europe,Marketing,Professional Services,1094.83
2024-05-01,Europe,R&D,Salaries,11496.17
2024-05-01,Europe,R&D,Utilities,738.97
2024-05-01,Europe,R&D,Travel,683.67
2024-05-01,Europe,R&D,Software,971.83
2024-05-01,Europe,R&D,Professional Services,1098.57
2024-05-01,Europe,Admin,Salaries,11854.8
2024-05-01,Europe,Admin,Utilities,829.62
2024-05-01,Europe,Admin,Travel,603.84
2024-05-01,Europe,Admin,Professional Services,1204.4
2024-05-01,Europe,Operations,Salaries,10289.47
2024-05-01,Europe,Operations,Rent,2061.13
2024-05-01,Europe,Operations,Utilities,651.45
2024-05-01,Europe,Operations,Travel,499.08
2024-05-01,Europe,Operations,Software,746.53
2024-05-01,Europe,Operations,Professional Services,988.37
2024-05-01,Asia Pacific,Sales,Salaries,15018.3
2024-05-01,Asia Pacific,Sales,Rent,4137.59
2024-05-01,Asia Pacific,Sales,Utilities,1160.15
2024-05-01,Asia Pacific,Sales,Travel,682.45
2024-05-01,Asia Pacific,Sales,Software,1387.15
2024-05-01,Asia Pacific,Sales,Professional Services,1559.01
2024-05-01,Asia Pacific,Marketing,Salaries,14096.87
2024-05-01,Asia Pacific,Marketing,Utilities,1045.57
2024-05-01,Asia Pacific,Marketing,Travel,710.06
2024-05-01,Asia Pacific,Marketing,Professional Services,1366.75
2024-05-01,Asia Pacific,R&D,Rent,3438.7
2024-05-01,Asia Pacific,R&D,Utilities,1016.97
2024-05-01,Asia Pacific,R&D,Software,1347.81
2024-05-01,Asia Pacific,R&D,Professional Services,1279.31
2024-05-01,Asia Pacific,Admin,Salaries,13813.73
2024-05-01,Asia Pacific,Admin,Rent,2826.1
2024-05-01,Asia Pacific,Admin,Utilities,945.62
2024-05-01,Asia Pacific,Admin,Travel,574.88
2024-05-01,Asia Pacific,Admin,Software,1078.14
2024-05-01,Asia Pacific,Operations,Utilities,813.01
2024-05-01,Asia Pacific,Operations,Travel,567.52
2024-05-01,Asia Pacific,Operations,Software,1058.57
2024-05-01,Asia Pacific,Operations,Professional Services,1424.89
2024-05-01,Latin America,Sales,Rent,2546.43
2024-05-01,Latin America,Sales,Utilities,702.69
2024-05-01,Latin America,Sales,Travel,572.83
2024-05-01,Latin America,Sales,Software,930.1
2024-05-01,Latin America,Sales,Professional Services,1061.09
2024-05-01,Latin America,Marketing,Salaries,11510.45
2024-05-01,Latin America,Marketing,Rent,3154.33
2024-05-01,Latin America,Marketing,Travel,574.9
2024-05-01,Latin America,Marketing,Professional Services,1199.11
2024-05-01,Latin America,R&D,Salaries,14125.06
2024-05-01,Latin America,R&D,Rent,3566.49
2024-05-01,Latin America,R&D,Utilities,868.93
2024-05-01,Latin America,R&D,Travel,720.03
2024-05-01,Latin America,R&D,Professional Services,1382.51
2024-05-01,Latin America,Admin,Salaries,10125.81
2024-05-01,Latin America,Admin,Utilities,685.07
2024-05-01,Latin America,Operations,Salaries,12468.71
2024-05-01,Latin America,Operations,Utilities,907.5
2024-05-01,Latin America,Operations,Travel,576.47
2024-05-01,Latin America,Operations,Professional Services,1360.69
2024-05-01,Middle East,Sales,Utilities,668.83
2024-05-01,Middle East,Sales,Travel,556.34
2024-05-01,Middle East,Sales,Software,717.27
2024-05-01,Middle East,Sales,Professional Services,1073.5
2024-05-01,Middle East,Marketing,Salaries,9464.54
2024-05-01,Middle East,Marketing,Travel,515.01
2024-05-01,Middle East,R&D,Utilities,705.86
2024-05-01,Middle East,R&D,Travel,507.55
2024-05-01,Middle East,R&D,Software,908.03
2024-05-01,Middle East,R&D,Professional Services,905.84
2024-05-01,Middle East,Admin,Salaries,11349.04
2024-05-01,Middle East,Admin,Utilities,699.2
2024-05-01,Middle East,Admin,Travel,570.25
2024-05-01,Middle East,Admin,Software,901.09
2024-05-01,Middle East,Admin,Professional Services,1102.06
2024-05-01,Middle East,Operations,Salaries,8861.21
2024-05-01,Middle East,Operations,Utilities,774.23
2024-05-01,Middle East,Operations,Travel,438.35
2024-05-01,Middle East,Operations,Software,914.59
2024-05-01,Middle East,Operations,Professional Services,891.7
2024-06-01,North America,Sales,Salaries,10105.45
2024-06-01,North America,Sales,Travel,588.3
2024-06-01,North America,Sales,Software,905.23
2024-06-01,North America,Sales,Professional Services,1049.59
2024-06-01,North America,Marketing,Salaries,14372.05
2024-06-01,North America,Marketing,Rent,3723.07
2024-06-01,North America,Marketing,Travel,613.65
2024-06-01,North America,Marketing,Professional Services,1357.99
2024-06-01,North America,R&D,Rent,4000.06
2024-06-01,North America,R&D,Utilities,1030.93
2024-06-01,North America,R&D,Software,1293.25
2024-06-01,North America,R&D,Professional Services,1523.7
2024-06-01,North America,Admin,Salaries,13320.01
2024-06-01,North America,Admin,Travel,653.67
2024-06-01,North America,Admin,Software,1178.21
2024-06-01,North America,Admin,Professional Services,1220.66
2024-06-01,North America,Operations,Salaries,13312.22
2024-06-01,North America,Operations,Rent,3095.13
2024-06-01,North America,Operations,Utilities,873.9
2024-06-01,North America,Operations,Travel,536.38
2024-06-01,North America,Operations,Software,1033.25
2024-06-01,Europe,Sales,Salaries,15712.63
2024-06-01,Europe,Sales,Rent,3287.14
2024-06-01,Europe,Sales,Utilities,936.68
2024-06-01,Europe,Sales,Travel,796.83
2024-06-01,Europe,Sales,Software,1085.64
2024-06-01,Europe,Sales,Professional Services,1296.02
2024-06-01,Europe,Marketing,Rent,3882.93
2024-06-01,Europe,Marketing,Utilities,894.5
2024-06-01,Europe,Marketing,Travel,746.92
2024-06-01,Europe,Marketing,Software,1046.02
2024-06-01,Europe,Marketing,Professional Services,1433.55
2024-06-01,Europe,R&D,Rent,3121.98
2024-06-01,Europe,R&D,Utilities,894.21
2024-06-01,Europe,R&D,Travel,734.12
2024-06-01,Europe,R&D,Software,1003.4
2024-06-01,Europe,Admin,Salaries,16420.59
2024-06-01,Europe,Admin,Utilities,851.82
2024-06-01,Europe,Admin,Travel,758.36
2024-06-01,Europe,Admin,Software,1253.95
2024-06-01,Europe,Admin,Professional Services,1525.7
2024-06-01,Europe,Operations,Salaries,11553.26
2024-06-01,Europe,Operations,Rent,2562.62
2024-06-01,Europe,Operations,Utilities,766.14
2024-06-01,Europe,Operations,Professional Services,1011.22
2024-06-01,Asia Pacific,Sales,Rent,2059.77
2024-06-01,Asia Pacific,Sales,Travel,372.88
2024-06-01,Asia Pacific,Sales,Software,609.99
2024-06-01,Asia Pacific,Sales,Professional Services,908.3
2024-06-01,Asia Pacific,Marketing,Rent,2071.26
2024-06-01,Asia Pacific,Marketing,Utilities,538.82
2024-06-01,Asia Pacific,Marketing,Travel,473.86
2024-06-01,Asia Pacific,Marketing,Software,849.51
2024-06-01,Asia Pacific,R&D,Rent,2594.13
2024-06-01,Asia Pacific,R&D,Travel,441.39
2024-06-01,Asia Pacific,R&D,Professional Services,1017.81
2024-06-01,Asia Pacific,Admin,Salaries,11068.08
2024-06-01,Asia Pacific,Admin,Rent,2374.92
2024-06-01,Asia Pacific,Admin,Utilities,627.15
2024-06-01,Asia Pacific,Admin,Travel,497.22
2024-06-01,Asia Pacific,Admin,Software,914.62
2024-06-01,Asia Pacific,Admin,Professional Services,1156.0
2024-06-01,Asia Pacific,Operations,Salaries,10516.77
2024-06-01,Asia Pacific,Operations,Utilities,666.39
2024-06-01,Asia Pacific,Operations,Travel,478.59
2024-06-01,Asia Pacific,Operations,Software,969.78
2024-06-01,Asia Pacific,Operations,Professional Services,917.85
2024-06-01,Latin America,Sales,Salaries,12926.24
2024-06-01,Latin America,Sales,Rent,3549.54
2024-06-01,Latin America,Sales,Travel,731.49
2024-06-01,Latin America,Sales,Software,1232.13
2024-06-01,Latin America,Sales,Professional Services,1250.02
2024-06-01,Latin America,Marketing,Rent,3796.11
2024-06-01,Latin America,Marketing,Utilities,1121.33
2024-06-01,Latin America,Marketing,Travel,835.39
2024-06-01,Latin America,Marketing,Software,1440.88
2024-06-01,Latin America,R&D,Salaries,15320.61
2024-06-01,Latin America,R&D,Utilities,949.69
2024-06-01,Latin America,R&D,Professional Services,1425.23
2024-06-01,Latin America,Admin,Rent,3920.3
2024-06-01,Latin America,Admin,Utilities,1217.23
2024-06-01,Latin America,Admin,Travel,723.83
2024-06-01,Latin America,Admin,Software,1603.71
2024-06-01,Latin America,Admin,Professional Services,1535.22
2024-06-01,Latin America,Operations,Salaries,15389.26
2024-06-01,Latin America,Operations,Rent,4285.04
2024-06-01,Latin America,Operations,Utilities,1254.58
2024-06-01,Latin America,Operations,Travel,899.73
2024-06-01,Latin America,Operations,Software,1232.08
2024-06-01,Latin America,Operations,Professional Services,1944.92
2024-06-01,Middle East,Sales,Salaries,11410.5
2024-06-01,Middle East,Sales,Rent,2558.54
2024-06-01,Middle East,Sales,Utilities,684.02
2024-06-01,Middle East,Sales,Travel,555.18
2024-06-01,Middle East,Sales,Software,823.67
2024-06-01,Middle East,Marketing,Utilities,851.82
2024-06-01,Middle East,Marketing,Travel,662.2
2024-06-01,Middle East,Marketing,Software,1096.72
2024-06-01,Middle East,Marketing,Professional Services,1041.41
2024-06-01,Middle East,R&D,Travel,669.58
2024-06-01,Middle East,R&D,Software,1189.32
2024-06-01,Middle East,R&D,Professional Services,1110.45
2024-06-01,Middle East,Admin,Salaries,15200.14
2024-06-01,Middle East,Admin,Travel,616.96
2024-06-01,Middle East,Admin,Software,1124.74
2024-06-01,Middle East,Operations,Salaries,10686.6
2024-06-01,Middle East,Operations,Rent,2245.27
2024-06-01,Middle East,Operations,Travel,473.36
2024-06-01,Middle East,Operations,Professional Services,1103.23
2024-07-01,North America,Sales,Salaries,10247.94
2024-07-01,North America,Sales,Rent,2917.11
2024-07-01,North America,Sales,Utilities,787.9
2024-07-01,North America,Sales,Travel,534.99
2024-07-01,North America,Marketing,Salaries,11383.77
2024-07-01,North America,Marketing,Rent,2710.68
2024-07-01,North America,Marketing,Utilities,622.69
2024-07-01,North America,Marketing,Travel,494.82
2024-07-01,North America,Marketing,Software,864.9
2024-07-01,North America,R&D,Rent,2416.96
2024-07-01,North America,R&D,Software,937.84
2024-07-01,North America,R&D,Professional Services,1069.84
2024-07-01,North America,Admin,Salaries,9166.97
2024-07-01,North America,Admin,Utilities,589.19
2024-07-01,North America,Admin,Software,839.6
2024-07-01,North America,Operations,Salaries,9975.63
2024-07-01,North America,Operations,Utilities,789.03
2024-07-01,North America,Operations,Travel,551.79
2024-07-01,North America,Operations,Professional Services,1194.34
2024-07-01,Europe,Sales,Rent,2642.42
2024-07-01,Europe,Sales,Utilities,729.92
2024-07-01,Europe,Sales,Travel,426.79
2024-07-01,Europe,Sales,Software,824.42
2024-07-01,Europe,Marketing,Salaries,10179.29
2024-07-01,Europe,Marketing,Rent,2417.51
2024-07-01,Europe,Marketing,Utilities,531.57
2024-07-01,Europe,Marketing,Travel,381.01
2024-07-01,Europe,Marketing,Professional Services,946.63
2024-07-01,Europe,R&D,Rent,2033.91
2024-07-01,Europe,R&D,Travel,389.82
2024-07-01,Europe,R&D,Software,765.23
2024-07-01,Europe,R&D,Professional Services,818.45
2024-07-01,Europe,Admin,Rent,1987.25
2024-07-01,Europe,Admin,Travel,397.29
2024-07-01,Europe,Operations,Salaries,10379.92
2024-07-01,Europe,Operations,Rent,2353.77
2024-07-01,Europe,Operations,Utilities,708.49
2024-07-01,Europe,Operations,Travel,529.54
2024-07-01,Europe,Operations,Software,773.83
2024-07-01,Europe,Operations,Professional Services,873.17
2024-07-01,Asia Pacific,Sales,Rent,2515.29
2024-07-01,Asia Pacific,Sales,Utilities,604.44
2024-07-01,Asia Pacific,Sales,Travel,531.94
2024-07-01,Asia Pacific,Sales,Software,817.76
2024-07-01,Asia Pacific,Sales,Professional Services,907.97
2024-07-01,Asia Pacific,Marketing,Salaries,12290.55
2024-07-01,Asia Pacific,Marketing,Rent,3075.8
2024-07-01,Asia Pacific,Marketing,Utilities,961.68
2024-07-01,Asia Pacific,Marketing,Travel,602.16
2024-07-01,Asia Pacific,Marketing,Software,1026.11
2024-07-01,Asia Pacific,R&D,Salaries,12346.23
2024-07-01,Asia Pacific,R&D,Utilities,836.96
2024-07-01,Asia Pacific,R&D,Travel,610.65
2024-07-01,Asia Pacific,R&D,Software,1081.63
2024-07-01,Asia Pacific,Admin,Salaries,8828.62
2024-07-01,Asia Pacific,Admin,Rent,2777.89
2024-07-01,Asia Pacific,Admin,Travel,586.5
2024-07-01,Asia Pacific,Admin,Software,851.84
2024-07-01,Asia Pacific,Admin,Professional Services,926.39
2024-07-01,Asia Pacific,Operations,Salaries,9692.25
2024-07-01,Asia Pacific,Operations,Rent,2149.64
2024-07-01,Asia Pacific,Operations,Utilities,573.43
2024-07-01,Asia Pacific,Operations,Travel,482.54
2024-07-01,Asia Pacific,Operations,Software,770.65
2024-07-01,Latin America,Sales,Rent,3244.76
2024-07-01,Latin America,Sales,Travel,589.81
2024-07-01,Latin America,Sales,Software,972.3
2024-07-01,Latin America,Sales,Professional Services,1245.22
2024-07-01,Latin America,Marketing,Salaries,13475.95
2024-07-01,Latin America,Marketing,Rent,3288.45
2024-07-01,Latin America,Marketing,Travel,523.8
2024-07-01,Latin America,Marketing,Software,1051.19
2024-07-01,Latin America,Marketing,Professional Services,1224.4
2024-07-01,Latin America,R&D,Utilities,775.67
2024-07-01,Latin America,R&D,Software,1226.97
2024-07-01,Latin America,R&D,Professional Services,1245.56
2024-07-01,Latin America,Admin,Rent,3319.24
2024-07-01,Latin America,Admin,Utilities,1041.26
2024-07-01,Latin America,Admin,Travel,612.6
2024-07-01,Latin America,Admin,Software,1067.68
2024-07-01,Latin America,Admin,Professional Services,1236.72
2024-07-01,Latin America,Operations,Salaries,9917.27
2024-07-01,Latin America,Operations,Rent,2193.67
2024-07-01,Latin America,Operations,Utilities,577.48
2024-07-01,Latin America,Operations,Software,768.1
2024-07-01,Latin America,Operations,Professional Services,862.74
2024-07-01,Middle East,Sales,Rent,2537.26
2024-07-01,Middle East,Sales,Travel,439.26
2024-07-01,Middle East,Sales,Software,689.2
2024-07-01,Middle East,Sales,Professional Services,961.32
2024-07-01,Middle East,Marketing,Salaries,8240.46
2024-07-01,Middle East,Marketing,Rent,2310.61
2024-07-01,Middle East,Marketing,Utilities,648.78
2024-07-01,Middle East,Marketing,Travel,385.64
2024-07-01,Middle East,Marketing,Software,788.59
2024-07-01,Middle East,Marketing,Professional Services,809.57
2024-07-01,Middle East,R&D,Rent,2582.82
2024-07-01,Middle East,R&D,Travel,449.95
2024-07-01,Middle East,R&D,Software,944.89
2024-07-01,Middle East,R&D,Professional Services,1091.0
2024-07-01,Middle East,Admin,Salaries,8479.12
2024-07-01,Middle East,Admin,Utilities,498.64
2024-07-01,Middle East,Admin,Travel,396.46
2024-07-01,Middle East,Admin,Software,640.94
2024-07-01,Middle East,Operations,Salaries,7270.56
2024-07-01,Middle East,Operations,Rent,1863.58
2024-07-01,Middle East,Operations,Utilities,561.96
2024-07-01,Middle East,Operations,Travel,380.81
2024-07-01,Middle East,Operations,Software,780.39
2024-07-01,Middle East,Operations,Professional Services,815.88
2024-08-01,North America,Sales,Salaries,12465.68
2024-08-01,North America,Sales,Utilities,971.57
2024-08-01,North America,Sales,Travel,730.21
2024-08-01,North America,Sales,Software,1021.48
2024-08-01,North America,Sales,Professional Services,1489.47
2024-08-01,North America,Marketing,Salaries,15875.06
2024-08-01,North America,Marketing,Rent,4228.45
2024-08-01,North America,Marketing,Utilities,981.53
2024-08-01,North America,Marketing,Travel,751.18
2024-08-01,North America,Marketing,Software,1418.31
2024-08-01,North America,Marketing,Professional Services,1489.81
2024-08-01,North America,R&D,Salaries,13014.66
2024-08-01,North America,R&D,Utilities,825.98
2024-08-01,North America,R&D,Travel,589.73
2024-08-01,North America,R&D,Software,1143.42
2024-08-01,North America,R&D,Professional Services,1119.66
2024-08-01,North America,Admin,Salaries,15320.87
2024-08-01,North America,Admin,Utilities,1215.15
2024-08-01,North America,Admin,Travel,809.91
2024-08-01,North America,Admin,Software,1517.41
2024-08-01,North America,Admin,Professional Services,1762.47
2024-08-01,North America,Operations,Salaries,11167.82
2024-08-01,North America,Operations,Utilities,726.78
2024-08-01,North America,Operations,Software,943.57
2024-08-01,Europe,Sales,Salaries,12594.96
2024-08-01,Europe,Sales,Rent,3842.12
2024-08-01,Europe,Sales,Professional Services,1276.0
2024-08-01,Europe,Marketing,Salaries,12657.9
2024-08-01,Europe,Marketing,Rent,3167.68
2024-08-01,Europe,Marketing,Travel,679.76
2024-08-01,Europe,Marketing,Software,1167.7
2024-08-01,Europe,R&D,Rent,3296.67
2024-08-01,Europe,R&D,Utilities,838.43
2024-08-01,Europe,R&D,Travel,676.54
2024-08-01,Europe,Admin,Salaries,10657.64
2024-08-01,Europe,Admin,Utilities,705.11
2024-08-01,Europe,Admin,Software,923.78
2024-08-01,Europe,Admin,Professional Services,1078.75
2024-08-01,Europe,Operations,Salaries,12047.26
2024-08-01,Europe,Operations,Rent,3308.61
2024-08-01,Europe,Operations,Utilities,859.18
2024-08-01,Europe,Operations,Professional Services,1167.13
2024-08-01,Asia Pacific,Sales,Salaries,13761.19
2024-08-01,Asia Pacific,Sales,Rent,3428.05
2024-08-01,Asia Pacific,Sales,Utilities,1053.37
2024-08-01,Asia Pacific,Sales,Travel,784.97
2024-08-01,Asia Pacific,Sales,Software,1304.26
2024-08-01,Asia Pacific,Marketing,Salaries,13573.59
2024-08-01,Asia Pacific,Marketing,Rent,4037.83
2024-08-01,Asia Pacific,Marketing,Travel,829.17
2024-08-01,Asia Pacific,Marketing,Software,1180.36
2024-08-01,Asia Pacific,Marketing,Professional Services,1674.88
2024-08-01,Asia Pacific,R&D,Utilities,891.59
2024-08-01,Asia Pacific,R&D,Software,1228.69
2024-08-01,Asia Pacific,R&D,Professional Services,1520.06
2024-08-01,Asia Pacific,Admin,Salaries,16273.37
2024-08-01,Asia Pacific,Admin,Rent,3817.54
2024-08-01,Asia Pacific,Admin,Travel,676.48
2024-08-01,Asia Pacific,Admin,Software,1341.78
2024-08-01,Asia Pacific,Operations,Rent,3762.33
2024-08-01,Asia Pacific,Operations,Utilities,1037.99
2024-08-01,Asia Pacific,Operations,Travel,719.44
2024-08-01,Asia Pacific,Operations,Software,1407.93
2024-08-01,Asia Pacific,Operations,Professional Services,1308.56
2024-08-01,Latin America,Sales,Salaries,12714.95
2024-08-01,Latin America,Sales,Rent,2780.63
2024-08-01,Latin America,Sales,Travel,556.32
2024-08-01,Latin America,Sales,Software,1108.16
2024-08-01,Latin America,Sales,Professional Services,1135.44
2024-08-01,Latin America,Marketing,Salaries,13781.57
2024-08-01,Latin America,Marketing,Travel,804.73
2024-08-01,Latin America,Marketing,Software,1000.7
2024-08-01,Latin America,Marketing,Professional Services,1224.86
2024-08-01,Latin America,R&D,Salaries,14663.66
2024-08-01,Latin America,R&D,Utilities,830.3
2024-08-01,Latin America,R&D,Software,1153.25
2024-08-01,Latin America,R&D,Professional Services,1544.15
2024-08-01,Latin America,Admin,Salaries,13722.8
2024-08-01,Latin America,Admin,Rent,3766.26
2024-08-01,Latin America,Admin,Travel,727.83
2024-08-01,Latin America,Admin,Software,1261.46
2024-08-01,Latin America,Operations,Utilities,1272.36
2024-08-01,Latin America,Operations,Software,1321.17
2024-08-01,Latin America,Operations,Professional Services,1649.07
2024-08-01,Middle East,Sales,Salaries,11516.62
2024-08-01,Middle East,Sales,Rent,2725.04
2024-08-01,Middle East,Sales,Utilities,813.1
2024-08-01,Middle East,Sales,Travel,550.04
2024-08-01,Middle East,Sales,Software,936.86
2024-08-01,Middle East,Sales,Professional Services,1130.23
2024-08-01,Middle East,Marketing,Salaries,10313.64
2024-08-01,Middle East,Marketing,Rent,2477.93
2024-08-01,Middle East,Marketing,Utilities,647.87
2024-08-01,Middle East,Marketing,Software,698.62
2024-08-01,Middle East,R&D,Salaries,11022.65
2024-08-01,Middle East,R&D,Rent,2903.26
2024-08-01,Middle East,R&D,Utilities,798.44
2024-08-01,Middle East,R&D,Travel,524.03
2024-08-01,Middle East,R&D,Professional Services,963.83
2024-08-01,Middle East,Admin,Utilities,530.3
2024-08-01,Middle East,Admin,Travel,390.52
2024-08-01,Middle East,Admin,Software,676.44
2024-08-01,Middle East,Operations,Salaries,6894.73
2024-08-01,Middle East,Operations,Rent,1642.8
2024-08-01,Middle East,Operations,Utilities,440.13
2024-08-01,Middle East,Operations,Travel,411.12
2024-08-01,Middle East,Operations,Professional Services,812.62
2024-09-01,North America,Sales,Salaries,7091.63
2024-09-01,North America,Sales,Rent,2164.93
2024-09-01,North America,Sales,Utilities,504.18
2024-09-01,North America,Sales,Travel,437.4
2024-09-01,North America,Sales,Professional Services,850.42
2024-09-01,North America,Marketing,Salaries,10267.85
2024-09-01,North America,Marketing,Rent,3150.5
2024-09-01,North America,Marketing,Utilities,661.74
2024-09-01,North America,Marketing,Travel,527.99
2024-09-01,North America,Marketing,Software,1002.21
2024-09-01,North America,R&D,Rent,2026.7
2024-09-01,North America,R&D,Utilities,656.95
2024-09-01,North America,R&D,Travel,432.89
2024-09-01,North America,R&D,Software,689.64
2024-09-01,North America,R&D,Professional Services,977.57
2024-09-01,North America,Admin,Salaries,10981.41
2024-09-01,North America,Admin,Rent,2574.81
2024-09-01,North America,Admin,Utilities,714.2
