country,region,shipment_mode,product_group,vendor,scheduled_date,delivered_date,delay_days,status,quantity,line_item_value,weight_kg,freight_cost_usd
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2011-12-07,2011-12-09,2,Delayed,4669,13773.55,See DN-2441 (ID#:82993),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2011-12-20,2011-12-20,0,On Time,129958,1458128.76,18907,15322.73
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-02-06,2012-02-06,0,On Time,11520,103334.4,See DN-2459 (ID#:82424),
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-02-06,2012-02-06,0,On Time,13590,95401.8,See DN-2459 (ID#:82424),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-01-31,2012-01-18,-13,On Time,284,525.4,103,1783.38
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-02-15,2012-01-19,-27,On Time,4000,8400.0,1587,16163.28
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-02-14,-31,On Time,254,2794.0,See DN-2495 (ID#:83555),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-02-14,-31,On Time,17,248.71,See DN-2496 (ID#:82434),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-02-14,-31,On Time,9,303.66,See DN-2497 (ID#:82435),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-02-14,-31,On Time,400,1032.0,See DN-2499 (ID#:83004),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-03-14,-2,On Time,463,902.85,See DN-2505 (ID#:83561),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-03-14,-2,On Time,620,1209.0,See DN-2506 (ID#:82439),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-04-13,28,Delayed,151,294.45,See DN-2509 (ID#:82441),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-04-13,28,Delayed,19,115.52,See DN-2509 (ID#:82441),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-16,2012-03-23,7,Delayed,105,737.1,See DN-2510 (ID#:82442),
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-02-29,2012-03-08,8,Delayed,41998,81896.1,12489,9458.64
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-02-29,2012-02-16,-13,On Time,13212,71080.56,See DN-2519 (ID#:84141),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-22,2012-03-22,0,On Time,73,170.09,5,491.43
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-03-02,2012-03-12,10,Delayed,2250,32917.5,See DN-2535 (ID#:83011),
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-03-30,2012-03-12,-18,On Time,6510,57743.7,830,1698.83
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-03-19,2012-02-24,-24,On Time,47614,196169.68,3453,9657.88
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-06,2012-02-14,-52,On Time,39402,276602.04,See DN-2558 (ID#:82453),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-06-20,2012-02-16,-125,On Time,1530,13571.1,233,25231.96
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-06-20,2012-02-16,-125,On Time,3000,16500.0,188,25231.96
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-06-20,2012-02-16,-125,On Time,19501,45437.33,2046,25231.96
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-11,2012-04-11,0,On Time,11262,47863.5,641,3279.25
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-15,2012-02-27,-78,On Time,54850,492004.5,2236,5447.21
Burundi,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-04-26,2012-05-04,8,Delayed,240,8097.6,See DN-2594 (ID#:83021),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-24,2012-02-27,-57,On Time,2900,23200.0,See DN-2597 (ID#:82462),
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-19,2012-04-19,0,On Time,10440,152737.2,See DN-2601 (ID#:84156),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-13,2012-04-10,-3,On Time,78082,474738.56,See DN-2605 (ID#:82467),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-13,2012-04-10,-3,On Time,7150,21092.5,See DN-2605 (ID#:82467),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-16,2012-03-27,-50,On Time,12762,140382.0,See DN-2607 (ID#:83580),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-27,2012-04-16,-11,On Time,15000,219450.0,1677,8510.81
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-07,2012-05-10,3,Delayed,4666,25103.08,346,3580.36
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-04-17,2012-05-07,20,Delayed,71030,382141.4,See DN-2621 (ID#:83583),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-15,2012-04-30,-15,On Time,96655,773240.0,See DN-2624 (ID#:83584),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-15,2012-04-30,-15,On Time,136109,955485.18,See DN-2624 (ID#:83584),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-08,2012-04-30,-8,On Time,109226,450011.12,6636,10598.2
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-07-04,2012-04-30,-65,On Time,326131,3587441.0,46522,27441.22
Dominican Republic,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-05-21,2012-05-04,-17,On Time,1005,2341.65,544,4392.94
Dominican Republic,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-05-21,2012-05-16,-5,On Time,330,7425.0,See DN-2639 (ID#:83588),
Libya,Middle East & North Africa,Air,ARV,SCMS from RDC,2012-05-23,2012-05-23,0,On Time,368,2024.0,See DN-2641 (ID#:83029),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-08-02,2012-04-30,-94,On Time,39680,219827.2,3329,27441.25
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-05-31,2012-05-25,-6,On Time,17422,71778.64,See DN-2655 (ID#:82474),
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-05-30,2012-05-30,0,On Time,1620,36450.0,See DN-2652 (ID#:82477),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-06-29,2012-06-06,-23,On Time,50928,282141.12,5456,53775.56
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-06-15,2012-06-18,3,Delayed,7452,97993.8,737,4496.13
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-08-14,2012-06-27,-48,On Time,7150,21092.5,See DN-2693 (ID#:82481),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-08-14,2012-06-27,-48,On Time,11574,119096.46,See DN-2693 (ID#:82481),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-09-11,2012-09-11,0,On Time,1200,2928.0,See DN-2697 (ID#:83045),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-09-11,2012-09-11,0,On Time,1440,11203.2,See DN-2697 (ID#:83045),
Côte d'Ivoire,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-06-20,2012-06-15,-5,On Time,3136,94080.0,478,2330.22
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-07-10,2012-06-13,-27,On Time,230,425.5,83,1075.62
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-06-29,2012-06-18,-11,On Time,181926,443899.44,11438,4496.15
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-06-20,2012-06-03,-17,On Time,20000,46600.0,2238,17090.0
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-08-02,2012-06-03,-60,On Time,27911,154626.94,11969,17090.0
Libya,Middle East & North Africa,Air,ARV,SCMS from RDC,2012-06-29,2012-07-02,3,Delayed,2816,15488.0,231,1474.9
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-07-16,2012-07-03,-13,On Time,1840,55200.0,See DN-2716 (ID#:83597),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-07-05,2012-07-16,11,Delayed,36000,87840.0,See DN-2724 (ID#:82486),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-07-09,2012-07-09,0,On Time,732,1705.56,57,21347.13
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-08-14,2012-07-23,-22,On Time,17422,66377.82,See DN-2742 (ID#:84181),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-09-05,2012-07-26,-41,On Time,834,1851.48,See DN-2744 (ID#:82490),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-08-17,2012-08-07,-10,On Time,26574,206745.72,2369,19980.62
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-07-31,2012-08-01,1,Delayed,27452,355777.92,See DN-2763 (ID#:82493),
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-07-31,2012-07-31,0,On Time,608,7600.0,223,2641.45
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-09-04,2012-08-22,-13,On Time,38347,105837.72,1502,6900.62
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-08-02,2012-07-24,-9,On Time,25712,198496.64,See DN-2764 (ID#:82494),
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-08-15,2012-08-15,0,On Time,2528,27808.0,740,4754.52
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-10-31,2012-08-06,-86,On Time,7541,223816.88,2003,32401.62
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2012-08-02,2012-07-24,-9,On Time,12156,30511.56,See DN-2773 (ID#:83608),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-12-11,2012-09-04,-98,On Time,10963,26530.46,See DN-2803 (ID#:83613),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-12-11,2012-09-04,-98,On Time,17422,66377.82,See DN-2804 (ID#:82499),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-09-30,2012-08-29,-32,On Time,25,33.0,5,931.34
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-10-02,2012-08-29,-34,On Time,366,768.6,See DN-2811 (ID#:83067),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-10-02,2012-08-29,-34,On Time,1652,11167.52,See DN-2811 (ID#:83067),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2012-10-02,2012-08-29,-34,On Time,288,561.6,See DN-2811 (ID#:83067),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-02-14,2013-02-14,0,On Time,298,3862.08,See DN-2812 (ID#:83068),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-02-14,2013-02-14,0,On Time,525,2000.25,See DN-2812 (ID#:83068),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-09-30,2012-09-11,-19,On Time,80,1000.0,29,588.72
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-09-25,2012-09-07,-18,On Time,17124,66954.84,See DN-2833 (ID#:82506),
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-11-13,2012-09-05,-69,On Time,3400,28084.0,See DN-2837 (ID#:82507),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-12,2012-09-25,-17,On Time,22783,55134.86,1285,6265.36
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-15,2012-10-12,-3,On Time,26432,63965.44,1499,10915.97
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-09-28,2012-10-10,12,Delayed,50400,197064.0,3090,16603.9
South Sudan,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-10-18,2012-10-03,-15,On Time,300,726.0,See DN-2857 (ID#:83623),
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-10-19,2012-10-18,-1,On Time,11492,63665.68,See DN-2859 (ID#:82512),
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-30,2012-10-10,-20,On Time,17520,171871.2,9370,3855.94
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-31,2012-10-10,-21,On Time,8586,19060.92,See DN-2862 (ID#:83083),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-05,2012-10-05,0,On Time,69737,168763.54,4028,8751.99
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-30,2012-10-24,-6,On Time,56228,204669.92,6242,17129.96
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-30,2012-10-24,-6,On Time,23705,86286.2,See DN-2880 (ID#:85310),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-10-31,2012-10-19,-12,On Time,50000,122000.0,7567,16697.66
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-11-06,2012-11-06,0,On Time,11597,89528.84,See DN-2900 (ID#:84199),
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-11-07,2012-11-07,0,On Time,51861,1384688.7,14647,15459.09
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-11-30,2012-11-05,-25,On Time,15120,41731.2,959,4424.91
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-12-17,2012-12-17,0,On Time,876,1892.16,44,3951.02
Nigeria,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2012-12-04,2012-12-04,0,On Time,6654,48574.2,465,51090.0
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2012-12-13,2012-12-13,0,On Time,16971,131016.12,1464,8000.72
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-02-02,2013-02-02,0,On Time,2131,4602.96,117,2005.48
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-03-04,2013-03-04,0,On Time,574,15325.8,4758,6031.15
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-01-11,2013-01-11,0,On Time,84875,816497.5,18031,7433.02
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-09-11,2013-09-11,0,On Time,155,2008.8,See DN-2981 (ID#:82538),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-09-11,2013-09-11,0,On Time,7003,13655.85,See DN-2981 (ID#:82538),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-09-11,2013-09-11,0,On Time,170,392.7,See DN-2981 (ID#:82538),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-02-11,2013-02-11,0,On Time,131487,318198.54,See DN-2989 (ID#:84216),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-02-11,2013-02-11,0,On Time,22790,165683.3,22259,29780.5
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-04-01,2013-03-22,-10,On Time,1458,2901.42,See DN-3012 (ID#:83107),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-03-18,2013-08-08,143,Delayed,1296,9421.92,See DN-3017 (ID#:83108),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-03-29,2013-03-01,-28,On Time,14704,178065.44,See DN-3034 (ID#:84791),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-03-29,2013-03-23,-6,On Time,810,11307.6,52,1600.0
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-30,2013-03-15,-46,On Time,3024,6834.24,See DN-3043 (ID#:84792),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-09,2013-03-14,-26,On Time,2000,14600.0,See DN-3015 (ID#:82554),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-09,2013-03-14,-26,On Time,330,412.5,See DN-3015 (ID#:82554),
Haiti,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-09,2013-03-14,-26,On Time,53220,386909.4,See DN-3015 (ID#:82554),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-03-09,2013-03-07,-2,On Time,7875,17797.5,See DN-3042 (ID#:83663),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-04-15,2013-03-23,-23,On Time,30000,67800.0,See DN-3048 (ID#:84235),
Guyana,Latin America & Caribbean,Truck,ARV,SCMS from RDC,2013-04-18,2013-03-15,-34,On Time,529,1052.71,See DN-3059 (ID#:82560),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-18,2013-03-15,-34,On Time,487,3540.49,See DN-3060 (ID#:83121),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-06-28,2013-03-20,-100,On Time,2125,4802.5,See DN-3065 (ID#:83123),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-03-25,2013-03-28,3,Delayed,3485,7876.1,214,3066.05
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-03-30,2013-04-08,9,Delayed,73271,628665.18,See DN-3092 (ID#:83128),
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-03-28,2013-03-30,2,Delayed,50000,429000.0,See DN-3075 (ID#:83129),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-18,2013-04-19,1,Delayed,397,833.7,See DN-3099 (ID#:82566),
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-05-31,2013-04-22,-39,On Time,31512,191277.84,2635,3300.95
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-04-16,2013-04-25,9,Delayed,36229,70646.55,13310,12203.29
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-05-31,2013-05-09,-22,On Time,1980,7999.2,126,1382.0
Dominican Republic,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-04-24,2013-05-21,27,Delayed,8250,38775.0,See DN-3117 (ID#:83132),
Burundi,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-05-31,2013-05-23,-8,On Time,450,1017.0,See DN-3118 (ID#:82569),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-06-07,2013-06-07,0,On Time,24912,82956.96,See DN-3122 (ID#:82570),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-06-07,2013-06-07,0,On Time,68736,589754.88,See DN-3122 (ID#:82570),
South Sudan,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-04-30,2013-04-24,-6,On Time,1278,13444.56,See DN-3125 (ID#:82571),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-06-04,2013-06-04,0,On Time,26940,126618.0,2517,11803.13
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-07-21,2013-07-26,5,Delayed,13150,27615.0,See DN-3133 (ID#:84254),
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-06-28,2013-05-15,-44,On Time,5861,24323.15,345,3426.68
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-05-06,2013-05-03,-3,On Time,59615,772610.4,7722,14547.55
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-05-21,2013-05-02,-19,On Time,9627,21757.02,486,14547.55
Rwanda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-06-28,2013-05-24,-35,On Time,3000,6300.0,1151,7086.88
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-05-21,2013-05-10,-11,On Time,31132,267112.56,5041,20666.08
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-09-30,2013-08-08,-53,On Time,10000,129600.0,1033,7951.22
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-06-28,2013-06-07,-21,On Time,92492,647444.0,See DN-3186 (ID#:83688),
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-07-26,2013-07-26,0,On Time,50000,429000.0,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-06-04,2013-05-29,-6,On Time,1428,4755.24,See DN-3199 (ID#:84270),
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-06-04,2013-05-29,-6,On Time,60000,199800.0,See DN-3199 (ID#:84270),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-07-23,2013-08-06,14,Delayed,53787,697079.52,6342,42040.3
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-11-05,2013-11-05,0,On Time,107832,754824.0,8744,12651.44
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-07-31,2013-08-06,6,Delayed,10227,23113.02,See DN-3231 (ID#:84831),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-07-31,2013-08-06,6,Delayed,98203,221938.78,See DN-3231 (ID#:84831),
Zimbabwe,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-07-30,2013-08-06,7,Delayed,49000,203350.0,3573,11133.66
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-09-11,2013-09-11,0,On Time,578,2312.0,24,1506.5
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-09-06,2013-07-30,-38,On Time,5410,70113.6,See DN-3258 (ID#:83706),
South Sudan,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-08-26,2013-08-26,0,On Time,240,1744.8,See DN-3259 (ID#:84838),
Tanzania,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-10-16,2013-09-05,-41,On Time,60000,495600.0,7857,40857.69
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-29,2013-09-13,15,Delayed,100000,858000.0,See DN-3267 (ID#:83708),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-27,2014-02-08,165,Delayed,379,4911.84,See DN-3268 (ID#:82595),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-27,2014-02-08,165,Delayed,373,742.27,See DN-3268 (ID#:82595),
Burundi,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-07-09,2013-08-23,45,Delayed,927,1714.95,891,4674.58
Burundi,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-07-09,2013-08-23,45,Delayed,1480,3108.0,See DN-3234 (ID#:85388),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-28,2014-02-08,164,Delayed,1413,3193.38,See DN-3269 (ID#:83711),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-28,2014-02-08,164,Delayed,5076,21065.4,See DN-3269 (ID#:83711),
"Congo, DRC",Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-28,2014-02-08,164,Delayed,40,160.0,See DN-3269 (ID#:83711),
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-09-05,2013-09-05,0,On Time,50000,413000.0,6481,36226.26
Uganda,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-09-02,2013-09-02,0,On Time,59680,512054.4,9886,58707.0
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-09-27,2013-09-27,0,On Time,13100,61570.0,See DN-3281 (ID#:82599),
Burundi,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-08-30,2013-08-27,-3,On Time,2562,15551.34,240,1634.38
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-10-15,2013-09-05,-40,On Time,14146,27584.7,5475,17114.5
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-09-18,2013-09-12,-6,On Time,80000,686400.0,See DN-3324 (ID#:84854),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-09-30,2013-09-17,-13,On Time,62000,710520.0,6795,14316.94
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-09-30,2013-09-20,-10,On Time,19920,144818.4,See DN-3329 (ID#:82602),
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-09-30,2013-10-04,4,Delayed,160,336.0,See DN-3331 (ID#:82603),
Dominican Republic,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-10-29,2013-10-10,-19,On Time,41083,136806.39,See DN-3355 (ID#:83726),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-11-24,2013-11-29,5,Delayed,35496,80220.96,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-11-29,2013-11-29,0,On Time,80000,180800.0,6502,13300.01
Nigeria,Sub-Saharan Africa,Air Charter,ARV,SCMS from RDC,2013-10-31,2013-10-14,-17,On Time,123700,1061346.0,18882,20225.07
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-10-31,2013-10-22,-9,On Time,2000,4200.0,See DN-3371 (ID#:83174),
Zambia,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-10-31,2014-01-24,85,Delayed,20000,77800.0,117,5900.0
Burundi,Sub-Saharan Africa,Air,ARV,SCMS from RDC,2013-12-29,2013-11-20,-39,On Time,6120,68238.0,820,4581.26
Uganda,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-11-29,2013-11-13,-16,On Time,990,11345.4,597,2279.5
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-12-26,2013-12-16,-10,On Time,72518,163890.68,See DN-3401 (ID#:83180),
Tanzania,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-12-31,2014-01-09,9,Delayed,50000,194500.0,2791,10167.54
Côte d'Ivoire,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2013-11-18,2013-12-02,14,Delayed,4800,10704.0,216,4017.7
Guyana,Latin America & Caribbean,Air,ARV,SCMS from RDC,2013-12-31,2013-11-30,-31,On Time,81,117.45,32,728.3
Mozambique,Sub-Saharan Africa,Truck,ARV,SCMS from RDC,2014-01-31,2014-01-30,-1,On Time,33650,187767.0,6904,5816.46
